id,full_history_type,training_only_type,match,full_ADI,full_CV2,training_ADI,training_CV2
FOODS_2_326_CA_3_evaluation,smooth,smooth,True,1.2820343461030383,0.4157297401915185,1.3060188542422044,0.41997324415830684
FOODS_2_374_CA_3_evaluation,smooth,smooth,True,1.1792223572296476,0.3581081743512852,1.1848684210526317,0.3475378742291565
FOODS_3_097_CA_3_evaluation,smooth,smooth,True,1.1770770163735598,0.3713145407031804,1.171001300390117,0.3737147289016872
FOODS_3_124_CA_3_evaluation,smooth,smooth,True,1.1444575471698113,0.4257416452150672,1.153747597693786,0.4133396839800588
FOODS_3_133_CA_3_evaluation,smooth,smooth,True,1.1532976827094474,0.4107295224478691,1.1664507772020725,0.4093569143627038
FOODS_3_156_CA_3_evaluation,smooth,smooth,True,1.1588059701492537,0.4582826328142503,1.1442185514612453,0.44923471415612226
FOODS_3_228_CA_3_evaluation,smooth,smooth,True,1.0031007751937984,0.1822841638599961,1.002783964365256,0.1732743741225056
FOODS_3_230_CA_3_evaluation,smooth,smooth,True,1.0623973727422005,0.4870231140382909,1.0656804733727812,0.48859836811089435
FOODS_3_252_CA_3_evaluation,smooth,smooth,True,1.0031007751937984,0.1364196698647142,1.0033426183844012,0.13610408211452468
FOODS_3_305_CA_3_evaluation,smooth,smooth,True,1.213125,0.2587109265475683,1.1802096985583224,0.2504254096853732
FOODS_3_367_CA_3_evaluation,smooth,smooth,True,1.201857585139319,0.4272562582054698,1.2079141515761234,0.42344841103683234
FOODS_3_406_CA_3_evaluation,smooth,smooth,True,1.1560452650387134,0.3086336563369943,1.170240415854451,0.31036964171663
FOODS_3_449_CA_3_evaluation,smooth,smooth,True,1.0849636668529905,0.3575829217856655,1.0771531100478469,0.34799862775401336
FOODS_3_460_CA_3_evaluation,smooth,smooth,True,1.1451327433628318,0.3651945904528654,1.1478648820905035,0.3700766278480786
FOODS_3_469_CA_3_evaluation,smooth,smooth,True,1.061816192560175,0.3343248185484567,1.0644208037825058,0.33941829858853906
FOODS_3_535_CA_3_evaluation,smooth,smooth,True,1.2215229704216488,0.3852557165109769,1.2251700680272108,0.38752120840795556
FOODS_3_572_CA_3_evaluation,smooth,smooth,True,1.2292590246991766,0.2439926493921675,1.2506944444444446,0.23979150821606893
FOODS_3_592_CA_3_evaluation,smooth,smooth,True,1.2246056782334385,0.4527292089050289,1.2260040844111642,0.4438711556938151
FOODS_3_635_CA_3_evaluation,smooth,smooth,True,1.1553571428571427,0.4752803205117953,1.1341309823677581,0.4605077204611822
FOODS_3_746_CA_3_evaluation,smooth,smooth,True,1.0711920529801324,0.254231165758303,1.0765092647937837,0.25435171052712346
FOODS_3_782_CA_3_evaluation,smooth,smooth,True,1.1900674432863274,0.3601325438660259,1.2062960482250502,0.36421836603384244
FOODS_3_792_CA_3_evaluation,smooth,smooth,True,1.182815356489945,0.4219110437883228,1.1903502974223397,0.3849417052331792
FOODS_3_820_CA_3_evaluation,smooth,smooth,True,1.2458279845956357,0.3986747829132268,1.2463667820069204,0.39737350886959033
HOBBIES_1_055_CA_3_evaluation,smooth,smooth,True,1.2879893828798938,0.3306358324098413,1.2836778332145402,0.3349127875434027
HOBBIES_1_074_CA_3_evaluation,smooth,smooth,True,1.1085094231867505,0.4543149371990245,1.1062653562653562,0.4438127082150353
HOBBIES_1_337_CA_3_evaluation,smooth,smooth,True,1.0807349665924275,0.3716861092012791,1.0701128936423054,0.3673002967791898
HOUSEHOLD_1_011_CA_3_evaluation,smooth,smooth,True,1.2450288646568313,0.4409981515644015,1.2594405594405595,0.4595440644985009
HOUSEHOLD_1_027_CA_3_evaluation,smooth,smooth,True,1.131118881118881,0.2584858085158996,1.1284461152882206,0.24002570605958867
HOUSEHOLD_1_075_CA_3_evaluation,smooth,smooth,True,1.2854304635761589,0.4884444935025484,1.2845934379457917,0.4791989938024615
HOUSEHOLD_1_122_CA_3_evaluation,smooth,smooth,True,1.2442307692307693,0.3531237905721879,1.2437845303867403,0.35055166195716836
HOUSEHOLD_1_151_CA_3_evaluation,smooth,smooth,True,1.234732824427481,0.3228554957234016,1.170240415854451,0.32344788406997743
HOUSEHOLD_1_179_CA_3_evaluation,smooth,smooth,True,1.1742286751361162,0.3868074584339527,1.1848684210526317,0.37889366272824915
HOUSEHOLD_1_205_CA_3_evaluation,smooth,smooth,True,1.3009383378016086,0.4679823231973957,1.3174835405998537,0.46914660958972826
HOUSEHOLD_1_247_CA_3_evaluation,smooth,smooth,True,1.172809667673716,0.381830021993263,1.177124183006536,0.376041056424496
HOUSEHOLD_1_256_CA_3_evaluation,smooth,smooth,True,1.2854304635761589,0.3549271918319821,1.3060188542422044,0.3429332823236415
HOUSEHOLD_1_303_CA_3_evaluation,smooth,smooth,True,1.0978506787330318,0.4205453846842665,1.105586249232658,0.40879121749398695
HOUSEHOLD_1_469_CA_3_evaluation,smooth,smooth,True,1.290558510638298,0.3583172968794338,1.3107714701601165,0.3648280035648028
HOUSEHOLD_1_494_CA_3_evaluation,smooth,smooth,True,1.2093457943925234,0.2598597009323874,1.2293515358361775,0.25869012475155456
HOUSEHOLD_1_537_CA_3_evaluation,smooth,smooth,True,1.1763636363636365,0.3122547913145332,1.183311432325887,0.3111389219566627
FOODS_2_019_CA_4_evaluation,smooth,smooth,True,1.2246056782334385,0.3430787559002602,1.2335616438356165,0.33450968411060755
FOODS_2_299_CA_4_evaluation,smooth,smooth,True,1.1560452650387134,0.4292648589245724,1.1544871794871794,0.43209353979346704
FOODS_3_124_CA_4_evaluation,smooth,smooth,True,1.2466281310211946,0.3878847895714217,1.2692036645525018,0.40058985572188316
FOODS_3_127_CA_4_evaluation,smooth,smooth,True,1.2769736842105264,0.467759714625446,1.2809388335704126,0.46732653152149695
FOODS_3_231_CA_4_evaluation,smooth,smooth,True,1.2363057324840765,0.3945037105751391,1.2541782729805013,0.3993340169663503
FOODS_3_252_CA_4_evaluation,smooth,smooth,True,1.005699481865285,0.2854929463695269,1.006145251396648,0.285555391131337
FOODS_3_346_CA_4_evaluation,smooth,smooth,True,1.253875968992248,0.418345261101319,1.2344071281699793,0.41460116258383933
FOODS_3_389_CA_4_evaluation,smooth,smooth,True,1.2011138613861383,0.3268749451757551,1.183311432325887,0.32327689329953
FOODS_3_406_CA_4_evaluation,smooth,smooth,True,1.233163913595934,0.4541451967508264,1.2437845303867403,0.4521334687345845
FOODS_3_473_CA_4_evaluation,smooth,smooth,True,1.1168009205983889,0.3474670706301849,1.1186335403726708,0.3421776925679211
FOODS_3_530_CA_4_evaluation,smooth,smooth,True,1.2253787878787878,0.3025725287683941,1.2378006872852234,0.30666636780577367
FOODS_3_755_CA_4_evaluation,smooth,smooth,True,1.2661448140900196,0.4551423813933263,1.2782114975159689,0.43328464959854845
HOBBIES_1_337_CA_4_evaluation,smooth,smooth,True,1.286282306163022,0.4075223532593549,1.28826895565093,0.4117434656634959
HOUSEHOLD_1_151_CA_4_evaluation,smooth,smooth,True,1.266971279373368,0.4607871683306285,1.2845934379457917,0.4781208428650585
HOUSEHOLD_1_373_CA_4_evaluation,smooth,smooth,True,1.2269279393173198,0.4457706385558548,1.170240415854451,0.44095407373042866
FOODS_1_170_TX_1_evaluation,smooth,smooth,True,1.2744583059750492,0.4632734534181611,1.2855103497501785,0.47543279329016824
FOODS_2_082_TX_1_evaluation,smooth,smooth,True,1.2402555910543132,0.3745055407798179,1.23187414500684,0.37429194878722105
FOODS_2_276_TX_1_evaluation,smooth,smooth,True,1.111683848797251,0.3008024071867205,1.1179391682184978,0.28391072323931493
FOODS_2_347_TX_1_evaluation,smooth,smooth,True,1.1047239612976665,0.3448552407680078,1.1131025957972807,0.35714367824737614
FOODS_2_384_TX_1_evaluation,smooth,smooth,True,1.2277039848197344,0.4225839521690768,1.2243371855880354,0.42419345681431725
FOODS_3_178_TX_1_evaluation,smooth,smooth,True,1.082543223647518,0.3717652298533045,1.0823317307692308,0.37200786993332635
FOODS_3_228_TX_1_evaluation,smooth,smooth,True,1.0205047318611988,0.2488705609297586,1.0215541690300625,0.23730164306561458
FOODS_3_230_TX_1_evaluation,smooth,smooth,True,1.1636690647482015,0.38479859044137,1.167206740116656,0.3846971074252554
FOODS_3_304_TX_1_evaluation,smooth,smooth,True,1.19079754601227,0.4248007806462424,1.180983606557377,0.421925822692584
FOODS_3_503_TX_1_evaluation,smooth,smooth,True,1.1608851674641147,0.4574361768226381,1.1687216093445814,0.4452437655441609
FOODS_3_674_TX_1_evaluation,smooth,smooth,True,1.2093457943925234,0.4567179583411523,1.2006666666666668,0.4535044372465411
FOODS_3_756_TX_1_evaluation,smooth,smooth,True,1.050324675324675,0.3695026845503785,1.0519859813084111,0.3763704315992678
HOBBIES_1_323_TX_1_evaluation,smooth,smooth,True,1.1370826010544814,0.3236902957182678,1.1284461152882206,0.32347377301150443
HOUSEHOLD_1_205_TX_1_evaluation,smooth,smooth,True,1.2957276368491322,0.4498249542031344,1.2928930366116296,0.43915537702163415
HOUSEHOLD_1_234_TX_1_evaluation,smooth,smooth,True,1.1350877192982456,0.255862487552748,1.1391524351676154,0.2560699701909479
HOUSEHOLD_1_344_TX_1_evaluation,smooth,smooth,True,1.2138836772983117,0.4252709899812872,1.2276755282890253,0.43196778459423574
HOUSEHOLD_1_498_TX_1_evaluation,smooth,smooth,True,1.2563106796116503,0.4004252330164005,1.2524339360222532,0.3965990745176887
HOUSEHOLD_1_516_TX_1_evaluation,smooth,smooth,True,1.0978506787330318,0.433130122188736,1.0901937046004844,0.4289101983800361
FOODS_2_082_TX_2_evaluation,smooth,smooth,True,1.2253787878787878,0.4083924035967951,1.2386519944979368,0.4041841723735634
FOODS_2_183_TX_2_evaluation,smooth,smooth,True,1.2063393412057175,0.3494624813267997,1.2218453188602443,0.3506031630996831
FOODS_2_322_TX_2_evaluation,smooth,smooth,True,1.2402555910543132,0.3914077873975171,1.2506944444444446,0.39372846219740876
FOODS_3_067_TX_2_evaluation,smooth,smooth,True,1.2222921914357685,0.3673300915018143,1.2235054347826086,0.3684665824769734
FOODS_3_127_TX_2_evaluation,smooth,smooth,True,1.2108546475358704,0.4046666773939018,1.2022696929238985,0.4014854987140269
FOODS_3_156_TX_2_evaluation,smooth,smooth,True,1.2506443298969072,0.4301764216108432,1.230191256830601,0.4195276613201752
FOODS_3_178_TX_2_evaluation,smooth,smooth,True,1.0886146943353898,0.4194937130374556,1.08756038647343,0.27557990448733466
FOODS_3_226_TX_2_evaluation,smooth,smooth,True,1.0083116883116885,0.2246851571490938,1.0089635854341736,0.23414671062419756
FOODS_3_230_TX_2_evaluation,smooth,smooth,True,1.05718954248366,0.4509465601570232,1.0581668625146885,0.44671412657873866
FOODS_3_324_TX_2_evaluation,smooth,smooth,True,1.2300380228136882,0.4320795844672715,1.1755874673629243,0.4371927823568723
FOODS_3_449_TX_2_evaluation,smooth,smooth,True,1.2644951140065146,0.3944915188277357,1.2718926553672316,0.3897807396588816
FOODS_3_555_TX_2_evaluation,smooth,smooth,True,1.0020650490449148,0.1342629699082081,1.0022259321090707,0.1345119111649813
FOODS_3_596_TX_2_evaluation,smooth,smooth,True,1.251450676982592,0.366967768727362,1.2412129565816679,0.3628703802782064
FOODS_3_704_TX_2_evaluation,smooth,smooth,True,1.1864303178484108,0.3944923556130161,1.186429512516469,0.37872337454545446
FOODS_3_744_TX_2_evaluation,smooth,smooth,True,1.2063393412057175,0.4393632543404185,1.2185385656292287,0.44352928666992747
HOBBIES_1_201_TX_2_evaluation,smooth,smooth,True,1.2845797485109198,0.3995737630740408,1.2683098591549296,0.4046401506981165
HOBBIES_1_337_TX_2_evaluation,smooth,smooth,True,1.1581145584725536,0.3930908543050312,1.1522712731925784,0.3884551774156052
HOUSEHOLD_1_132_TX_2_evaluation,smooth,smooth,True,1.2786561264822134,0.3758819011660968,1.2683098591549296,0.3745519518397588
HOUSEHOLD_1_141_TX_2_evaluation,smooth,smooth,True,1.2974598930481285,0.466311712597085,1.2855103497501785,0.4644974464793842
HOUSEHOLD_1_196_TX_2_evaluation,smooth,smooth,True,1.234732824427481,0.3853964912028434,1.2446440912232204,0.38995253798289004
HOUSEHOLD_1_324_TX_2_evaluation,smooth,smooth,True,1.2794990112063285,0.3965998134624293,1.2910394265232974,0.3899848871509248
HOUSEHOLD_1_373_TX_2_evaluation,smooth,smooth,True,1.0418679549114331,0.3351213606121014,1.037442396313364,0.3232931749695898
FOODS_2_063_TX_3_evaluation,smooth,smooth,True,1.2871352785145889,0.3166645819549365,1.3107714701601165,0.3252426405176573
FOODS_2_164_TX_3_evaluation,smooth,smooth,True,1.2108546475358704,0.398318159998054,1.2226748133061778,0.4012224544622023
FOODS_2_233_TX_3_evaluation,smooth,smooth,True,1.0966101694915251,0.4255269059685034,1.0995115995115996,0.41731230256339824
FOODS_2_322_TX_3_evaluation,smooth,smooth,True,1.2055900621118012,0.421917992923306,1.2095366017461384,0.42803095773820216
FOODS_2_371_TX_3_evaluation,smooth,smooth,True,1.082543223647518,0.3530781259796635,1.0836341756919374,0.3615686006526269
FOODS_2_374_TX_3_evaluation,smooth,smooth,True,1.2308180088776155,0.4519040837691608,1.2455048409405256,0.45425067352161225
FOODS_3_042_TX_3_evaluation,smooth,smooth,True,1.061816192560175,0.3157758252227128,1.0637920850561133,0.31289809490546533
FOODS_3_099_TX_3_evaluation,smooth,smooth,True,1.0729684908789383,0.2140424051889009,1.074582338902148,0.21311153451891357
FOODS_3_136_TX_3_evaluation,smooth,smooth,True,1.1608851674641147,0.2965066844763344,1.1732899022801302,0.30130181979358756
FOODS_3_263_TX_3_evaluation,smooth,intermittent,False,1.2983277591973243,0.3085521834527929,1.3271923360353721,0.28804667368057135
FOODS_3_295_TX_3_evaluation,smooth,smooth,True,1.1878824969400246,0.4495913292645742,1.203072812291249,0.44821148275091494
FOODS_3_346_TX_3_evaluation,smooth,smooth,True,1.1498815165876777,0.4886603808915565,1.1478648820905035,0.4763435681514442
FOODS_3_756_TX_3_evaluation,smooth,smooth,True,1.0413090128755365,0.3264754283325591,1.044663573085847,0.34381328686433266
FOODS_3_804_TX_3_evaluation,smooth,smooth,True,1.027527792482795,0.3081509020790526,1.0279680365296804,0.2817403594477322
HOBBIES_1_337_TX_3_evaluation,smooth,smooth,True,1.251450676982592,0.3960987313136118,1.2455048409405256,0.39645385360271346
HOUSEHOLD_1_141_TX_3_evaluation,smooth,smooth,True,1.2991967871485943,0.4823442000759626,1.2966162706983442,0.48240094866071426
HOUSEHOLD_1_251_TX_3_evaluation,smooth,smooth,True,1.1636690647482015,0.3728472715335473,1.153747597693786,0.37306754991707747
HOUSEHOLD_1_272_TX_3_evaluation,smooth,smooth,True,1.3026845637583893,0.3043597542980366,1.2463667820069204,0.3059578527245562
HOUSEHOLD_1_294_TX_3_evaluation,smooth,smooth,True,1.1110475100171724,0.3383248510247691,1.1117283950617285,0.34305004144239304
FOODS_1_161_WI_1_evaluation,smooth,erratic,False,1.0641447368421053,0.488436283548843,1.0612846199175014,0.4946397371298656
FOODS_3_080_WI_1_evaluation,smooth,smooth,True,1.0036194415718718,0.1769907552964585,1.003901895206243,0.17584052152955765
FOODS_3_101_WI_1_evaluation,smooth,intermittent,False,1.3026845637583893,0.398371108093154,1.3301329394387003,0.4049374410621195
FOODS_3_226_WI_1_evaluation,smooth,smooth,True,1.0031007751937984,0.1217850339801193,1.0033426183844012,0.12232028546356867
FOODS_3_468_WI_1_evaluation,smooth,smooth,True,1.266971279373368,0.4545213931800234,1.2845934379457917,0.45186755000059314
FOODS_3_469_WI_1_evaluation,smooth,smooth,True,1.1893382352941178,0.4296514951039695,1.1966777408637874,0.4287631473280666
FOODS_3_503_WI_1_evaluation,smooth,smooth,True,1.0880044843049328,0.3757161513451284,1.0921770770163735,0.38288799753127306
FOODS_3_792_WI_1_evaluation,smooth,smooth,True,1.167870036101083,0.4803098205204629,1.171001300390117,0.4741224003983659
HOBBIES_1_108_WI_1_evaluation,smooth,smooth,True,1.2474293059125965,0.4373705123834635,1.2515635858234886,0.4334842059420376
HOBBIES_1_345_WI_1_evaluation,smooth,smooth,True,1.1532976827094474,0.3367060439846415,1.1619354838709677,0.3319772350364912
HOUSEHOLD_1_055_WI_1_evaluation,smooth,smooth,True,1.1886099203919167,0.3549032726101427,1.1950895819508958,0.3596019564850734
HOUSEHOLD_1_198_WI_1_evaluation,smooth,smooth,True,1.1410934744268078,0.4807846646483334,1.1434920634920636,0.47552655238263886
HOUSEHOLD_1_294_WI_1_evaluation,smooth,smooth,True,1.131118881118881,0.3488736124872411,1.1341309823677581,0.32138983673587024
HOUSEHOLD_1_393_WI_1_evaluation,smooth,smooth,True,1.1560452650387134,0.446536023551536,1.1493299298021697,0.44216643020612423
FOODS_3_042_WI_2_evaluation,smooth,smooth,True,1.0210415570752236,0.2638080711462124,1.022133938706016,0.2699655634388528
FOODS_3_127_WI_2_evaluation,smooth,smooth,True,1.2300380228136882,0.4719164111208018,1.2489597780859916,0.48626811252855895
FOODS_3_346_WI_2_evaluation,smooth,smooth,True,1.1174438687392054,0.4538636943536775,1.1193287756370416,0.45536892295471976
FOODS_3_389_WI_2_evaluation,smooth,smooth,True,1.0429876410531973,0.3146224785443309,1.045876887340302,0.317283774114941
FOODS_3_449_WI_2_evaluation,smooth,smooth,True,1.1560452650387134,0.426238748077457,1.160438144329897,0.41457674170266035
FOODS_3_516_WI_2_evaluation,smooth,smooth,True,1.2628497072218607,0.4307400384100608,1.28826895565093,0.4201545509974588
FOODS_3_652_WI_2_evaluation,smooth,intermittent,False,1.319510537049626,0.3717230346662571,1.348053892215569,0.3709546029162824
FOODS_3_734_WI_2_evaluation,smooth,smooth,True,1.1636690647482015,0.4099796874864221,1.1755874673629243,0.4214367753963352
HOUSEHOLD_1_055_WI_2_evaluation,smooth,smooth,True,1.216165413533835,0.3878890496923307,1.2022696929238985,0.3708115818187723
HOUSEHOLD_1_399_WI_2_evaluation,smooth,intermittent,False,1.310600945307225,0.3714215380804034,1.3232916972814108,0.34453332396839736
HOUSEHOLD_1_441_WI_2_evaluation,smooth,smooth,True,1.2085927770859275,0.4029942528355833,1.2251700680272108,0.38794346587947326
HOUSEHOLD_1_516_WI_2_evaluation,smooth,smooth,True,1.1219653179190752,0.3713864857410365,1.1158612143742255,0.368827163093389
FOODS_2_276_WI_3_evaluation,smooth,smooth,True,1.101589103291714,0.460819402657778,1.1042305334150828,0.4601782357065895
FOODS_2_325_WI_3_evaluation,smooth,smooth,True,1.2085927770859275,0.4792689265858907,1.2210169491525424,0.4791898405186653
FOODS_3_300_WI_3_evaluation,smooth,intermittent,False,1.3061911170928668,0.4515001393616759,1.3252391464311994,0.4507933127857966
FOODS_3_407_WI_3_evaluation,smooth,smooth,True,1.0990939977349945,0.4416632354502143,1.1042305334150828,0.4465254423254555
FOODS_3_473_WI_3_evaluation,smooth,smooth,True,1.0418679549114331,0.3994774864025873,1.0356526739505463,0.3777129385996616
FOODS_3_555_WI_3_evaluation,smooth,smooth,True,1.0031007751937984,0.2561214879515302,1.0033426183844012,0.2584858826612681
FOODS_3_634_WI_3_evaluation,smooth,smooth,True,1.2100997506234414,0.4858006396108283,1.2160702228224174,0.48687943983308724
FOODS_3_694_WI_3_evaluation,smooth,smooth,True,1.0036194415718718,0.0801347810623938,1.003901895206243,0.08070316755332532
FOODS_3_714_WI_3_evaluation,smooth,smooth,True,1.0031007751937984,0.2344526833419152,1.0033426183844012,0.2317798330839158
FOODS_3_723_WI_3_evaluation,smooth,intermittent,False,1.307070707070707,0.3822921217781921,1.336053412462908,0.3975820441691729
HOBBIES_1_330_WI_3_evaluation,smooth,smooth,True,1.2466281310211946,0.4206525268172607,1.2506944444444446,0.4233796800951629
HOUSEHOLD_1_072_WI_3_evaluation,smooth,smooth,True,1.061235647895025,0.3307300321258446,1.0625368731563423,0.32925646294056826
HOUSEHOLD_1_075_WI_3_evaluation,smooth,smooth,True,1.2300380228136882,0.4308709346645804,1.2193635748138119,0.4253682981872972
HOUSEHOLD_1_319_WI_3_evaluation,smooth,smooth,True,1.2769736842105264,0.3815452629804051,1.2524339360222532,0.3767166756967814
HOUSEHOLD_1_441_WI_3_evaluation,smooth,smooth,True,1.220754716981132,0.3824942882521659,1.2260040844111642,0.3648157370335492
FOODS_1_046_CA_1_evaluation,erratic,erratic,True,1.0723756906077349,0.5379969063051807,1.0771531100478469,0.5506616726257251
FOODS_1_218_CA_1_evaluation,erratic,erratic,True,1.0560391730141458,0.5464364290199378,1.0600353148911124,0.5476088103955377
FOODS_3_124_CA_1_evaluation,erratic,erratic,True,1.2100997506234414,0.5487723076194849,1.2268392370572208,0.5574660044470101
FOODS_3_127_CA_1_evaluation,erratic,erratic,True,1.0526030368763557,0.5126022068768802,1.0519859813084111,0.5154361991404999
FOODS_3_133_CA_1_evaluation,erratic,erratic,True,1.2292590246991766,0.5187927197725183,1.2498265093684942,0.5310277933999221
FOODS_3_313_CA_1_evaluation,erratic,erratic,True,1.1553571428571427,1.493677340411501,1.167206740116656,1.521511364438154
FOODS_3_363_CA_1_evaluation,erratic,erratic,True,1.1344243132670953,0.6246411798254495,1.141318124207858,0.6214998433724963
FOODS_3_376_CA_1_evaluation,erratic,erratic,True,1.13841642228739,0.7389071428983535,1.145674300254453,0.7058485941981892
FOODS_3_476_CA_1_evaluation,erratic,erratic,True,1.168573148705599,0.557008529799596,1.1725260416666667,0.5393707607917774
FOODS_3_526_CA_1_evaluation,erratic,erratic,True,1.1546698393813206,0.6051221742379038,1.1664507772020725,0.6257520875714787
FOODS_3_574_CA_1_evaluation,erratic,erratic,True,1.1608851674641147,0.5840524222743226,1.1634366925064599,0.5643531806025208
